record_id,year,central_ministry,central_scheme,state,district,city,state_scheme,project_type,vendor_name,central_allocated_funds,state_received_funds,district_received_funds,project_budget,spent_amount,fund_utilization_rate,project_status,project_start_date,expected_completion,actual_completion,citizen_complaints,citizen_rating,completion_verified
4351,2023,Ministry of Infrastructure,PM Gram Sadak Yojana,Karnataka,Mysore,VV Mohalla,State Road Development,School Building,Vendor_1031,80146899,48519006,15960823,9514759,5478070,0.576,Completed,29-01-2023,05-05-2023,25-08-2023,128,3.76,Yes
4352,2023,Ministry of Rural Development,PM Gram Sadak Yojana,Karnataka,Hubli,Keshwapur,Urban Transport Improvement,Bridge Development,Vendor_1082,90807449,42145661,30199984,16294927,14760248,0.906,Ongoing,08-01-2024,16-06-2024,29-05-2024,89,3.11,Yes
4353,2024,Ministry of Education,Jal Jeevan Mission,Gujarat,Ahmedabad,Navrangpura,State Road Development,Hospital Upgrade,Vendor_1035,299798218,197526400,99273321,93627776,120993947,1.292,Ongoing,16-01-2023,29-06-2023,10-09-2023,190,4.8,No
4354,2023,Ministry of Infrastructure,PM Gram Sadak Yojana,Maharashtra,Nashik,Panchavati,Urban Housing Scheme,School Building,Vendor_1017,349402416,139257473,88803026,62844842,23896948,0.38,Ongoing,20-08-2024,10-12-2024,27-02-2025,131,1.21,No
4355,2024,Ministry of Education,Jal Jeevan Mission,Tamil Nadu,Coimbatore,RS Puram,State Road Development,Water Pipeline,Vendor_1072,283365763,88934015,34724823,32866124,20531447,0.625,Ongoing,25-08-2023,25-10-2023,01-12-2023,234,2.43,Yes
4356,2024,Ministry of Education,Digital India,Maharashtra,Nashik,Panchavati,Urban Housing Scheme,Hospital Upgrade,Vendor_1005,112100481,65352605,49795515,25599056,31551451,1.233,Ongoing,04-12-2023,01-03-2024,26-06-2024,41,1.16,Yes
4357,2024,Ministry of Health,Digital India,Maharashtra,Nashik,Panchavati,Urban Transport Improvement,Hospital Upgrade,Vendor_1073,81292697,48172625,25838260,14318804,7300964,0.51,Ongoing,18-01-2024,24-06-2024,21-10-2024,273,3.71,No
4358,2025,Ministry of Infrastructure,Ayushman Bharat,Karnataka,Hubli,Keshwapur,State Road Development,Water Pipeline,Vendor_1032,245375953,100907938,74498895,48125795,13566663,0.282,Completed,02-05-2024,26-07-2024,25-07-2024,124,2.11,Yes
4359,2025,Ministry of Infrastructure,Jal Jeevan Mission,Tamil Nadu,Coimbatore,RS Puram,State Road Development,Water Pipeline,Vendor_1093,149231543,50305107,28187537,22276703,19246743,0.864,Delayed,26-02-2024,13-05-2024,27-05-2024,179,4.84,Yes
4360,2023,Ministry of Infrastructure,PM Gram Sadak Yojana,Tamil Nadu,Madurai,Anna Nagar,State Road Development,School Building,Vendor_1014,152024644,62201131,22128137,25184779,17448268,0.693,Completed,15-04-2024,07-08-2024,11-11-2024,165,2.96,No
4361,2023,Ministry of Education,Digital India,Tamil Nadu,Coimbatore,RS Puram,Smart City Initiative,School Building,Vendor_1043,194324897,89888993,47543050,41116779,23448288,0.57,Delayed,13-04-2023,29-08-2023,06-08-2023,270,2.35,Yes
4362,2025,Ministry of Infrastructure,Ayushman Bharat,Tamil Nadu,Madurai,Anna Nagar,State Road Development,Bridge Development,Vendor_1088,360133228,141739995,72667969,47738844,59903942,1.255,Delayed,14-05-2024,23-08-2024,08-12-2024,260,4.07,Yes
4363,2024,Ministry of Rural Development,Ayushman Bharat,Karnataka,Bangalore,Indiranagar,Smart City Initiative,School Building,Vendor_1020,153490714,52723392,35455190,14547046,3649840,0.251,Delayed,25-04-2024,11-07-2024,19-06-2024,86,2.19,No
4364,2025,Ministry of Infrastructure,PM Awas Yojana,Uttar Pradesh,Kanpur,Kalyanpur,Smart City Initiative,Water Pipeline,Vendor_1070,90264193,36872388,13864440,16517966,8557499,0.518,Ongoing,20-03-2023,18-07-2023,12-11-2023,166,3.41,Yes
4365,2025,Ministry of Health,Ayushman Bharat,Gujarat,Surat,Adajan,Smart City Initiative,School Building,Vendor_1057,50146393,22660675,14505599,16434577,19113887,1.163,Delayed,24-02-2024,05-08-2024,13-11-2024,224,4.43,Yes
4366,2024,Ministry of Rural Development,PM Awas Yojana,Uttar Pradesh,Varanasi,Sigra,Smart City Initiative,Road Construction,Vendor_1082,222416091,89737949,36978954,41738740,45274738,1.085,Ongoing,19-04-2023,09-10-2023,04-02-2024,160,2.43,Yes
4367,2025,Ministry of Infrastructure,PM Gram Sadak Yojana,Gujarat,Surat,Adajan,Urban Housing Scheme,School Building,Vendor_1001,253965695,127882972,89167306,49478408,53624070,1.084,Ongoing,17-01-2023,11-07-2023,27-09-2023,130,1.93,No
4368,2025,Ministry of Infrastructure,Jal Jeevan Mission,Uttar Pradesh,Varanasi,Sigra,Urban Transport Improvement,School Building,Vendor_1095,213059618,120970955,56215942,23319548,19771438,0.848,Ongoing,03-11-2023,24-01-2024,04-05-2024,28,4.14,Yes
4369,2023,Ministry of Education,PM Gram Sadak Yojana,Maharashtra,Nashik,Panchavati,Smart City Initiative,School Building,Vendor_1053,108560107,73413408,38183387,21685512,9160003,0.422,Completed,09-02-2024,28-07-2024,27-09-2024,109,1.34,Yes
4370,2025,Ministry of Infrastructure,Ayushman Bharat,Karnataka,Hubli,Keshwapur,Urban Housing Scheme,Road Construction,Vendor_1051,256466951,122300598,51984166,30182046,8939451,0.296,Completed,15-03-2024,05-06-2024,09-06-2024,19,2.73,Yes
4371,2024,Ministry of Infrastructure,Ayushman Bharat,Maharashtra,Nashik,Panchavati,Smart City Initiative,Water Pipeline,Vendor_1052,353183606,143940370,64811282,46033247,15313072,0.333,Ongoing,26-06-2023,03-09-2023,11-10-2023,59,1.56,No
4372,2025,Ministry of Rural Development,Jal Jeevan Mission,Tamil Nadu,Coimbatore,RS Puram,Smart City Initiative,Hospital Upgrade,Vendor_1056,362433135,124762519,98819443,68311014,62132908,0.91,Completed,30-01-2024,08-05-2024,14-08-2024,39,4.32,No
4373,2025,Ministry of Infrastructure,PM Awas Yojana,Maharashtra,Mumbai,Bandra,Smart City Initiative,Road Construction,Vendor_1004,171265082,83520434,33099920,13951075,15952154,1.143,Completed,18-11-2024,03-03-2025,15-04-2025,164,3.04,No
4374,2025,Ministry of Infrastructure,PM Awas Yojana,Uttar Pradesh,Lucknow,Gomti Nagar,State Road Development,School Building,Vendor_1004,304314014,121336252,67853596,65061039,17756984,0.273,Delayed,08-05-2024,30-09-2024,20-01-2025,9,4.77,Yes
4375,2024,Ministry of Health,Jal Jeevan Mission,Gujarat,Ahmedabad,Navrangpura,State Road Development,School Building,Vendor_1090,323771027,128375425,98619755,63275843,44459936,0.703,Delayed,08-04-2023,03-07-2023,01-07-2023,32,4.53,Yes
4376,2023,Ministry of Rural Development,PM Awas Yojana,Karnataka,Bangalore,Whitefield,Urban Housing Scheme,Road Construction,Vendor_1094,131100769,68186489,47138807,32735152,18953065,0.579,Ongoing,26-04-2024,22-08-2024,30-10-2024,214,3.83,No
4377,2025,Ministry of Health,PM Awas Yojana,Tamil Nadu,Chennai,T Nagar,State Road Development,Hospital Upgrade,Vendor_1086,374398002,219798313,123141415,97435212,83269135,0.855,Completed,01-04-2024,05-06-2024,09-05-2024,3,1.17,Yes
4378,2023,Ministry of Rural Development,PM Gram Sadak Yojana,Karnataka,Hubli,Keshwapur,Urban Transport Improvement,Water Pipeline,Vendor_1020,224940661,118828016,85485555,60626965,46942682,0.774,Completed,06-03-2023,01-06-2023,12-09-2023,80,2.33,No
4379,2024,Ministry of Health,PM Gram Sadak Yojana,Karnataka,Bangalore,Whitefield,Urban Transport Improvement,School Building,Vendor_1036,354930313,136193235,79588579,62742272,72485727,1.155,Delayed,25-04-2024,09-09-2024,15-10-2024,231,4.89,No
4380,2025,Ministry of Education,PM Awas Yojana,Maharashtra,Nashik,Panchavati,Urban Housing Scheme,School Building,Vendor_1083,221109175,126528490,53602685,55254083,16935042,0.306,Completed,02-02-2024,03-05-2024,18-05-2024,197,3.77,Yes
4381,2024,Ministry of Rural Development,Ayushman Bharat,Tamil Nadu,Coimbatore,RS Puram,Urban Transport Improvement,School Building,Vendor_1093,102008192,56725018,27676298,26506635,8986204,0.339,Ongoing,25-12-2023,20-05-2024,16-07-2024,161,1.92,Yes
4382,2023,Ministry of Infrastructure,Digital India,Tamil Nadu,Madurai,Anna Nagar,Urban Housing Scheme,Water Pipeline,Vendor_1040,335677968,167374079,87215352,57402805,19631362,0.342,Ongoing,06-10-2024,29-12-2024,16-04-2025,119,1.95,No
4383,2024,Ministry of Rural Development,PM Gram Sadak Yojana,Karnataka,Bangalore,Whitefield,Urban Housing Scheme,School Building,Vendor_1044,380280621,121417904,67080968,28569014,35643734,1.248,Ongoing,01-04-2024,20-06-2024,15-10-2024,41,3.74,No
4384,2025,Ministry of Infrastructure,Ayushman Bharat,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Housing Scheme,Hospital Upgrade,Vendor_1083,182295417,111739856,51304773,61475938,64020185,1.041,Delayed,30-01-2023,04-06-2023,27-06-2023,51,2.81,No
4385,2024,Ministry of Health,PM Gram Sadak Yojana,Tamil Nadu,Coimbatore,RS Puram,Smart City Initiative,Road Construction,Vendor_1059,226629729,157302652,114260135,54127361,19000828,0.351,Delayed,23-08-2023,10-11-2023,04-03-2024,286,4.82,No
4386,2024,Ministry of Infrastructure,PM Awas Yojana,Tamil Nadu,Madurai,Anna Nagar,State Road Development,Bridge Development,Vendor_1098,189127990,97527875,69977868,50198245,62891652,1.253,Completed,29-06-2024,28-10-2024,09-02-2025,142,2.71,Yes
4387,2025,Ministry of Health,Ayushman Bharat,Tamil Nadu,Coimbatore,RS Puram,Urban Housing Scheme,Hospital Upgrade,Vendor_1063,357277400,233560783,134717699,95928810,59744551,0.623,Completed,16-06-2024,02-11-2024,05-01-2025,21,3.88,Yes
4388,2023,Ministry of Health,Jal Jeevan Mission,Karnataka,Hubli,Keshwapur,Smart City Initiative,Road Construction,Vendor_1009,126077283,40062209,32033314,13624490,3660375,0.269,Completed,26-03-2024,06-09-2024,04-11-2024,175,1.36,Yes
4389,2024,Ministry of Rural Development,Digital India,Maharashtra,Pune,Hinjewadi,Smart City Initiative,Water Pipeline,Vendor_1091,370783499,200679964,63445572,43426872,45073466,1.038,Completed,31-07-2024,12-01-2025,27-03-2025,237,3.73,No
4390,2025,Ministry of Health,PM Gram Sadak Yojana,Tamil Nadu,Madurai,Anna Nagar,State Road Development,Road Construction,Vendor_1062,315895760,155374441,121734262,128885191,84026208,0.652,Ongoing,07-02-2023,05-08-2023,28-09-2023,241,2.61,Yes
4391,2024,Ministry of Infrastructure,PM Awas Yojana,Karnataka,Bangalore,Indiranagar,Urban Transport Improvement,School Building,Vendor_1065,209713377,90516575,52626971,28152694,23353155,0.83,Completed,24-11-2024,29-04-2025,19-06-2025,178,3.09,Yes
4392,2023,Ministry of Rural Development,Digital India,Karnataka,Hubli,Keshwapur,State Road Development,Bridge Development,Vendor_1045,179457614,103962080,47970285,25332284,9361956,0.37,Ongoing,03-03-2023,02-08-2023,26-09-2023,259,4.76,No
4393,2025,Ministry of Rural Development,Ayushman Bharat,Gujarat,Ahmedabad,Navrangpura,State Road Development,Hospital Upgrade,Vendor_1098,304022756,173537296,97689030,102980952,127330922,1.236,Delayed,21-07-2024,18-12-2024,12-04-2025,50,1.11,No
4394,2023,Ministry of Education,Ayushman Bharat,Karnataka,Mysore,VV Mohalla,Urban Housing Scheme,School Building,Vendor_1077,277098818,166703187,85004234,71010072,35560685,0.501,Completed,04-10-2023,08-12-2023,13-11-2023,107,2.85,Yes
4395,2024,Ministry of Health,Jal Jeevan Mission,Karnataka,Bangalore,Indiranagar,Urban Housing Scheme,Water Pipeline,Vendor_1082,345557523,212528448,71575685,69110291,25276832,0.366,Delayed,21-02-2023,27-05-2023,06-06-2023,236,4.39,No
4396,2025,Ministry of Rural Development,Digital India,Tamil Nadu,Chennai,T Nagar,Urban Housing Scheme,Road Construction,Vendor_1093,332566344,125052835,84572844,54779316,42149783,0.769,Completed,11-07-2024,18-11-2024,16-03-2025,22,2.92,Yes
4397,2025,Ministry of Education,Ayushman Bharat,Gujarat,Vadodara,Alkapuri,Urban Housing Scheme,Water Pipeline,Vendor_1086,227876912,154906844,88682471,85231038,26479861,0.311,Delayed,04-07-2024,07-09-2024,28-10-2024,113,4.28,Yes
4398,2024,Ministry of Infrastructure,Digital India,Uttar Pradesh,Varanasi,Sigra,Smart City Initiative,Water Pipeline,Vendor_1012,124012237,43686154,30022914,24800357,18483447,0.745,Completed,28-03-2023,19-09-2023,08-10-2023,251,4.21,No
4399,2025,Ministry of Rural Development,PM Gram Sadak Yojana,Maharashtra,Pune,Shivajinagar,Urban Housing Scheme,School Building,Vendor_1093,53589148,21707088,9410014,5661096,5897051,1.042,Completed,03-11-2023,24-03-2024,30-05-2024,247,2.63,Yes
4400,2025,Ministry of Infrastructure,PM Gram Sadak Yojana,Gujarat,Vadodara,Alkapuri,Smart City Initiative,Hospital Upgrade,Vendor_1000,187031332,73117057,30449511,14800509,18920855,1.278,Completed,13-05-2024,22-07-2024,01-10-2024,231,4.89,Yes
4401,2024,Ministry of Rural Development,Jal Jeevan Mission,Tamil Nadu,Madurai,Anna Nagar,Smart City Initiative,School Building,Vendor_1085,51568787,34171451,11573277,8941468,5204662,0.582,Delayed,01-08-2023,21-12-2023,11-12-2023,57,3.45,No
4402,2025,Ministry of Infrastructure,Jal Jeevan Mission,Maharashtra,Nashik,Panchavati,Urban Housing Scheme,Road Construction,Vendor_1011,280487153,103160711,32006807,12878630,5999159,0.466,Delayed,11-05-2024,19-10-2024,24-09-2024,38,3.25,No
4403,2024,Ministry of Rural Development,PM Awas Yojana,Tamil Nadu,Madurai,Anna Nagar,Smart City Initiative,School Building,Vendor_1029,181829476,55019719,21265147,9748492,9725763,0.998,Ongoing,29-08-2023,16-02-2024,06-04-2024,146,4.56,Yes
4404,2025,Ministry of Education,PM Awas Yojana,Maharashtra,Nagpur,Sitabuldi,Smart City Initiative,Road Construction,Vendor_1001,191157534,124637107,84827578,71071723,63711795,0.896,Delayed,27-09-2023,18-02-2024,27-02-2024,276,4.59,No
4405,2024,Ministry of Rural Development,PM Awas Yojana,Uttar Pradesh,Kanpur,Kalyanpur,Smart City Initiative,Water Pipeline,Vendor_1043,258464996,167529714,63549507,26948258,23441417,0.87,Delayed,04-03-2023,11-08-2023,18-10-2023,260,3.35,Yes
4406,2024,Ministry of Health,Ayushman Bharat,Gujarat,Ahmedabad,Navrangpura,Smart City Initiative,Water Pipeline,Vendor_1014,153371956,64269381,50686396,40696328,30508606,0.75,Ongoing,01-02-2024,09-07-2024,19-08-2024,258,4.36,No
4407,2023,Ministry of Infrastructure,Ayushman Bharat,Karnataka,Bangalore,Whitefield,Smart City Initiative,Road Construction,Vendor_1022,323714096,124757372,87301556,97480041,77397104,0.794,Completed,08-08-2023,17-11-2023,25-12-2023,90,3.6,Yes
4408,2024,Ministry of Health,PM Awas Yojana,Uttar Pradesh,Lucknow,Gomti Nagar,State Road Development,Road Construction,Vendor_1064,134235062,88170143,59090009,53681106,69583965,1.296,Delayed,25-08-2024,02-12-2024,07-02-2025,169,2.67,No
4409,2025,Ministry of Rural Development,PM Gram Sadak Yojana,Maharashtra,Mumbai,Bandra,Smart City Initiative,Bridge Development,Vendor_1096,392435590,167948696,102181472,109634083,91812798,0.837,Ongoing,06-06-2023,30-09-2023,05-10-2023,84,1.34,No
4410,2024,Ministry of Rural Development,PM Awas Yojana,Maharashtra,Nashik,Panchavati,Urban Transport Improvement,School Building,Vendor_1068,231272507,129701281,41657115,45155937,29460567,0.652,Completed,27-08-2023,24-12-2023,16-04-2024,276,4.17,Yes
4411,2025,Ministry of Infrastructure,Ayushman Bharat,Gujarat,Surat,Adajan,Urban Housing Scheme,School Building,Vendor_1076,375261508,149757942,100535056,112891291,125749427,1.114,Completed,24-02-2023,28-06-2023,14-09-2023,212,1.76,No
4412,2025,Ministry of Rural Development,Digital India,Karnataka,Bangalore,Indiranagar,Smart City Initiative,Water Pipeline,Vendor_1081,357427087,175491497,54378547,44580583,21186442,0.475,Completed,21-07-2024,10-10-2024,09-11-2024,190,4.43,No
4413,2023,Ministry of Education,Ayushman Bharat,Gujarat,Ahmedabad,Navrangpura,State Road Development,Road Construction,Vendor_1084,398076238,125072841,46828742,33247723,8810362,0.265,Delayed,03-06-2023,04-09-2023,29-11-2023,156,1.79,No
4414,2023,Ministry of Rural Development,Ayushman Bharat,Uttar Pradesh,Lucknow,Gomti Nagar,State Road Development,Road Construction,Vendor_1083,335958356,169851849,102562351,83810852,72130511,0.861,Delayed,30-09-2023,25-03-2024,18-05-2024,281,1.56,Yes
4415,2023,Ministry of Infrastructure,Ayushman Bharat,Tamil Nadu,Chennai,T Nagar,Smart City Initiative,Hospital Upgrade,Vendor_1034,354163302,242748793,120498681,124721838,73096592,0.586,Completed,26-03-2024,31-05-2024,16-05-2024,34,1.72,No
4416,2023,Ministry of Rural Development,PM Awas Yojana,Uttar Pradesh,Varanasi,Sigra,Urban Housing Scheme,Bridge Development,Vendor_1095,360921502,148560068,89873225,100224610,77354099,0.772,Ongoing,30-07-2024,26-12-2024,21-02-2025,236,3.25,No
4417,2023,Ministry of Rural Development,Ayushman Bharat,Gujarat,Ahmedabad,Navrangpura,Urban Transport Improvement,Hospital Upgrade,Vendor_1091,292278866,191990912,126128965,88866086,63574242,0.715,Delayed,02-09-2024,04-02-2025,13-04-2025,82,4.84,No
4418,2024,Ministry of Education,Jal Jeevan Mission,Maharashtra,Nagpur,Dharampeth,Smart City Initiative,School Building,Vendor_1066,223532595,81803032,47351289,40669388,10419112,0.256,Completed,23-10-2024,21-04-2025,01-08-2025,154,4.17,No
4419,2025,Ministry of Education,PM Awas Yojana,Karnataka,Hubli,Keshwapur,Urban Housing Scheme,Road Construction,Vendor_1065,386621772,133931010,54083983,22235331,28828706,1.297,Ongoing,22-07-2024,26-12-2024,28-02-2025,195,1.84,No
4420,2025,Ministry of Rural Development,PM Gram Sadak Yojana,Uttar Pradesh,Varanasi,Sigra,Smart City Initiative,School Building,Vendor_1072,71663589,41077926,22060458,14302645,13161230,0.92,Delayed,21-08-2023,27-01-2024,10-02-2024,262,3.71,Yes
4421,2025,Ministry of Infrastructure,Ayushman Bharat,Maharashtra,Nashik,Panchavati,Urban Transport Improvement,Hospital Upgrade,Vendor_1086,139218408,58000669,41830195,36617844,42373869,1.157,Ongoing,20-01-2024,08-07-2024,04-09-2024,273,1.94,Yes
4422,2023,Ministry of Infrastructure,Ayushman Bharat,Gujarat,Ahmedabad,Navrangpura,State Road Development,Bridge Development,Vendor_1013,321514963,136111193,83802283,87440545,98146296,1.122,Ongoing,10-09-2024,17-01-2025,25-01-2025,105,3.36,No
4423,2023,Ministry of Education,Digital India,Gujarat,Ahmedabad,Navrangpura,Urban Housing Scheme,Road Construction,Vendor_1085,158188380,92867938,49497463,50243541,28012854,0.558,Ongoing,10-08-2024,12-10-2024,07-10-2024,19,1.95,Yes
4424,2024,Ministry of Health,PM Gram Sadak Yojana,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Transport Improvement,Water Pipeline,Vendor_1067,187213700,97741166,68745026,64260268,58288285,0.907,Ongoing,31-05-2023,17-08-2023,20-08-2023,286,1.44,Yes
4425,2025,Ministry of Infrastructure,PM Awas Yojana,Maharashtra,Nagpur,Sitabuldi,State Road Development,Road Construction,Vendor_1042,295149163,170266963,133563425,57023549,25162671,0.441,Completed,28-06-2023,22-09-2023,23-09-2023,98,3.56,No
4426,2023,Ministry of Rural Development,Jal Jeevan Mission,Gujarat,Surat,Adajan,Urban Housing Scheme,Hospital Upgrade,Vendor_1082,165465798,107534094,72027743,44159074,55029753,1.246,Ongoing,23-08-2024,04-02-2025,26-05-2025,36,1.21,No
4427,2025,Ministry of Education,Jal Jeevan Mission,Gujarat,Surat,Adajan,Urban Housing Scheme,Water Pipeline,Vendor_1057,293259236,166436986,101812495,48595468,12751567,0.262,Ongoing,31-08-2023,20-12-2023,08-02-2024,265,3.95,No
4428,2023,Ministry of Education,Ayushman Bharat,Maharashtra,Pune,Shivajinagar,State Road Development,School Building,Vendor_1097,336464817,225605823,126148411,102026503,59508111,0.583,Delayed,02-10-2023,12-03-2024,24-04-2024,63,1.88,No
4429,2023,Ministry of Rural Development,PM Awas Yojana,Gujarat,Ahmedabad,Navrangpura,Urban Housing Scheme,Hospital Upgrade,Vendor_1052,207449953,135565239,75952468,88622722,96075252,1.084,Delayed,06-09-2024,01-02-2025,23-02-2025,113,1.34,Yes
4430,2025,Ministry of Health,Jal Jeevan Mission,Uttar Pradesh,Kanpur,Kalyanpur,Urban Transport Improvement,Water Pipeline,Vendor_1040,276847334,166691984,105274162,120437973,152914347,1.27,Completed,26-09-2024,02-01-2025,18-04-2025,215,2.96,No
4431,2023,Ministry of Health,Jal Jeevan Mission,Tamil Nadu,Coimbatore,RS Puram,State Road Development,Road Construction,Vendor_1042,364088831,176902503,88478784,105701586,45498227,0.43,Completed,17-10-2024,17-01-2025,06-03-2025,191,2.8,No
4432,2023,Ministry of Infrastructure,PM Gram Sadak Yojana,Gujarat,Surat,Adajan,Urban Housing Scheme,Water Pipeline,Vendor_1000,276583175,167564953,66641014,40564018,15820821,0.39,Ongoing,15-01-2023,11-06-2023,20-06-2023,182,2.42,Yes
4433,2025,Ministry of Health,Ayushman Bharat,Maharashtra,Mumbai,Andheri,Urban Transport Improvement,Road Construction,Vendor_1093,151083978,95303465,32164704,25264554,8893094,0.352,Delayed,26-02-2023,12-08-2023,23-08-2023,160,1.61,Yes
4434,2025,Ministry of Infrastructure,PM Awas Yojana,Gujarat,Vadodara,Alkapuri,Urban Transport Improvement,School Building,Vendor_1013,191477778,65634916,34372556,36004720,38631895,1.073,Delayed,16-05-2023,31-10-2023,30-01-2024,219,4.85,Yes
4435,2024,Ministry of Education,PM Gram Sadak Yojana,Gujarat,Ahmedabad,Navrangpura,Smart City Initiative,School Building,Vendor_1088,243941870,79038976,37910692,43600071,30084807,0.69,Delayed,13-07-2024,08-11-2024,19-10-2024,35,4.82,No
4436,2023,Ministry of Infrastructure,Ayushman Bharat,Gujarat,Surat,Adajan,State Road Development,Hospital Upgrade,Vendor_1028,327223760,219288469,74718270,47965270,54314924,1.132,Delayed,22-03-2023,29-05-2023,27-07-2023,16,3.78,No
4437,2024,Ministry of Rural Development,Jal Jeevan Mission,Karnataka,Hubli,Keshwapur,Urban Housing Scheme,Water Pipeline,Vendor_1032,258924268,100813472,49004433,53155562,61091903,1.149,Delayed,26-11-2024,22-04-2025,05-07-2025,55,4.5,Yes
4438,2025,Ministry of Rural Development,Digital India,Maharashtra,Pune,Hinjewadi,Urban Transport Improvement,Bridge Development,Vendor_1002,133844652,90879468,64209590,70394382,36949165,0.525,Delayed,19-12-2023,04-04-2024,01-06-2024,152,3.44,Yes
4439,2024,Ministry of Rural Development,Ayushman Bharat,Uttar Pradesh,Varanasi,Sigra,Urban Housing Scheme,Road Construction,Vendor_1002,77746357,38221917,20025679,8388845,10304490,1.228,Delayed,29-04-2023,13-08-2023,08-10-2023,7,3.29,Yes
4440,2024,Ministry of Education,PM Gram Sadak Yojana,Maharashtra,Pune,Hinjewadi,Urban Housing Scheme,School Building,Vendor_1049,91335634,42291470,33776998,30870190,36459086,1.181,Ongoing,21-03-2023,09-06-2023,25-08-2023,259,2.61,No
4441,2025,Ministry of Health,PM Awas Yojana,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Housing Scheme,Bridge Development,Vendor_1004,95390248,33033654,22040850,9688211,2995875,0.309,Completed,24-09-2023,14-02-2024,19-04-2024,246,3.38,Yes
4442,2025,Ministry of Infrastructure,PM Gram Sadak Yojana,Maharashtra,Nashik,Panchavati,Urban Housing Scheme,Hospital Upgrade,Vendor_1035,232327560,82250099,55359249,41816531,48180160,1.152,Ongoing,03-03-2023,11-07-2023,31-10-2023,44,1.92,No
4443,2025,Ministry of Education,Digital India,Karnataka,Mysore,VV Mohalla,Urban Housing Scheme,Road Construction,Vendor_1097,81795127,53763160,23389655,23333643,7545739,0.323,Completed,26-05-2024,04-10-2024,18-12-2024,158,3.14,Yes
4444,2023,Ministry of Health,PM Gram Sadak Yojana,Tamil Nadu,Coimbatore,RS Puram,Smart City Initiative,Water Pipeline,Vendor_1077,354039246,208009785,117154768,80597173,42105314,0.522,Delayed,13-11-2024,09-04-2025,14-03-2025,54,4.85,Yes
4445,2023,Ministry of Health,Digital India,Karnataka,Hubli,Keshwapur,Urban Housing Scheme,Bridge Development,Vendor_1094,144352950,100662907,80499617,60139270,34057743,0.566,Completed,26-06-2023,30-11-2023,20-12-2023,269,3.76,Yes
4446,2025,Ministry of Health,PM Awas Yojana,Tamil Nadu,Coimbatore,RS Puram,Urban Transport Improvement,Bridge Development,Vendor_1036,186132923,94054144,70249204,57295455,40216898,0.702,Ongoing,03-07-2023,15-12-2023,24-01-2024,199,2.24,Yes
4447,2023,Ministry of Health,Jal Jeevan Mission,Karnataka,Hubli,Keshwapur,Smart City Initiative,School Building,Vendor_1077,225987523,145732393,60544655,61497574,21031179,0.342,Ongoing,11-04-2023,26-06-2023,01-06-2023,19,3.35,No
4448,2024,Ministry of Health,PM Awas Yojana,Tamil Nadu,Coimbatore,RS Puram,Smart City Initiative,Road Construction,Vendor_1057,164177218,84308302,66413103,42053851,27237402,0.648,Completed,23-04-2023,15-09-2023,27-10-2023,202,1.97,No
4449,2023,Ministry of Health,Jal Jeevan Mission,Uttar Pradesh,Kanpur,Kalyanpur,Urban Transport Improvement,Water Pipeline,Vendor_1062,303791623,176596738,130456920,148866621,131275923,0.882,Ongoing,09-11-2024,19-02-2025,11-02-2025,181,3.14,Yes
4450,2024,Ministry of Rural Development,Jal Jeevan Mission,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Transport Improvement,School Building,Vendor_1044,248938618,167129043,82899618,64908379,71096427,1.095,Ongoing,22-05-2024,05-09-2024,05-09-2024,241,1.67,No
4451,2024,Ministry of Rural Development,Ayushman Bharat,Maharashtra,Pune,Shivajinagar,Urban Transport Improvement,Bridge Development,Vendor_1082,236580495,76726626,50570641,44027142,56669631,1.287,Completed,28-07-2023,08-12-2023,10-11-2023,172,3.04,No
4452,2025,Ministry of Health,Ayushman Bharat,Tamil Nadu,Coimbatore,RS Puram,State Road Development,Water Pipeline,Vendor_1063,263026782,79880030,42309266,42268465,31105270,0.736,Delayed,07-06-2024,19-09-2024,15-11-2024,10,2.33,Yes
4453,2025,Ministry of Education,Ayushman Bharat,Uttar Pradesh,Kanpur,Kalyanpur,Smart City Initiative,School Building,Vendor_1030,253719554,170402593,114909255,116378842,135893325,1.168,Delayed,02-01-2024,23-03-2024,13-04-2024,76,2.67,No
4454,2024,Ministry of Infrastructure,Jal Jeevan Mission,Gujarat,Vadodara,Alkapuri,Smart City Initiative,Bridge Development,Vendor_1014,264164533,115209653,84612323,39340243,40261748,1.023,Completed,13-01-2023,05-06-2023,08-09-2023,281,4.75,No
4455,2025,Ministry of Rural Development,PM Gram Sadak Yojana,Gujarat,Surat,Adajan,Smart City Initiative,Hospital Upgrade,Vendor_1083,133707066,42992156,15984195,14107683,10814975,0.767,Completed,29-09-2023,10-02-2024,02-02-2024,175,4.1,No
4456,2024,Ministry of Rural Development,Jal Jeevan Mission,Tamil Nadu,Madurai,Anna Nagar,Urban Transport Improvement,Water Pipeline,Vendor_1045,171054528,113118168,66642579,51749120,20344009,0.393,Completed,28-03-2024,22-09-2024,18-11-2024,75,4.29,No
4457,2024,Ministry of Education,Digital India,Uttar Pradesh,Lucknow,Gomti Nagar,Smart City Initiative,Road Construction,Vendor_1002,319445550,192834250,153586184,116112016,105827758,0.911,Completed,21-10-2024,20-12-2024,03-01-2025,28,3.77,Yes
