record_id,year,central_ministry,central_scheme,state,district,city,state_scheme,project_type,vendor_name,central_allocated_funds,state_received_funds,district_received_funds,project_budget,spent_amount,fund_utilization_rate,project_status,project_start_date,expected_completion,actual_completion,citizen_complaints,citizen_rating,completion_verified,planned_duration_days,delay_days_raw,delay_days,is_delayed,central_state_gap,state_district_gap,central_state_gap_pct,state_district_gap_pct,fund_leakage,fund_leakage_pct,state_absorption_rate,district_absorption_rate,overspend,underutilized,budget_efficiency,citizen_risk,false_completion,vendor_concentration,risk_score,risk_norm,risk_label,lapse_risk,ae_recon_error,ae_anomaly,iso_anomaly,iso_score,lapse_probability,xgb_anomaly_prob,final_risk_score,final_risk_label
4543,2024,Ministry of Education,Jal Jeevan Mission,Gujarat,Ahmedabad,Navrangpura,Smart City Initiative,School Building,Vendor_1047,214447896,74214319,38623000,45983061,10084817,0.219,Ongoing,2023-03-13,2023-05-28,2023-06-20,232,2.43,Yes,76,23,23,1,140233577,35591319,0.6539284349052322,0.4795748243677881,175824896,0.819895644954241,0.34607156509476783,0.5204251756322119,0,1,0.21931591287496063,1,0,0.011661807580174927,0.5517492711370262,0.5874697026231941,Medium,1,0.037364319671982664,0,0,0.5255834881616948,1.0,0.0012584021,0.45820066992506625,Medium
4544,2024,Ministry of Education,Jal Jeevan Mission,Karnataka,Hubli,Keshwapur,State Road Development,Road Construction,Vendor_1001,247003417,160409972,62196173,68307576,54441498,0.797,Completed,2024-09-07,2025-01-13,2025-01-06,249,3.78,Yes,128,-7,0,0,86593445,98213799,0.35057589911802717,0.6122674156442095,184807244,0.7481971150220971,0.6494241008819728,0.38773258435579055,0,0,0.7970052692251881,0,0,0.014245014245014245,0.15213675213675212,0.11850767064001239,Low,0,0.04419854149989972,0,0,0.4657744820643131,0.0,3.1237847e-05,0.09589510959069994,Low
4545,2025,Ministry of Health,PM Awas Yojana,Karnataka,Mysore,VV Mohalla,State Road Development,Bridge Development,Vendor_1016,190336535,62970279,45028788,40711481,48592158,1.194,Completed,2024-04-05,2024-09-28,2024-12-27,86,2.07,Yes,176,90,90,1,127366256,17941491,0.6691634688001439,0.2849199858237884,145307747,0.7634254085795983,0.33083653119985607,0.7150800141762116,1,0,1.1935738225784516,0,0,0.009146341463414634,0.6313719512195122,0.6809102533267716,High,0,0.042523362850227654,0,0,0.5067600587832463,0.0,0.00035346893,0.326844063558896,Medium
4546,2025,Ministry of Health,PM Awas Yojana,Karnataka,Mysore,VV Mohalla,Urban Housing Scheme,Water Pipeline,Vendor_1061,76447724,31734233,19175476,10558630,8844229,0.838,Delayed,2024-02-21,2024-05-01,2024-04-14,298,4.17,Yes,70,-17,0,0,44713491,12558757,0.584889760746834,0.39574792937330483,57272248,0.7491687783929316,0.415110239253166,0.6042520706266952,0,0,0.8376303554533117,0,0,0.006097560975609756,0.15091463414634146,0.11707346398017099,Low,0,0.09276708758301291,0,0,0.4873705297742065,0.0009165462200716396,0.00011086451,0.13241596225281363,Low
4547,2023,Ministry of Infrastructure,PM Gram Sadak Yojana,Uttar Pradesh,Varanasi,Sigra,Smart City Initiative,School Building,Vendor_1069,339055293,167985963,133431384,143958199,119538215,0.83,Ongoing,2024-09-21,2024-12-15,2024-12-11,270,3.23,Yes,85,-4,0,0,171069330,34554579,0.5045469972946272,0.2056992047603406,205623909,0.6064612859472452,0.4954530027053729,0.7943007952396594,0,0,0.8303675360651046,0,0,0.014450867052023121,0.13216763005780346,0.09507306931547892,Low,0,0.10949697927525867,0,0,0.5397329655302009,0.01,0.018182993,0.17864073390200697,Low
4548,2025,Ministry of Infrastructure,Digital India,Tamil Nadu,Madurai,Anna Nagar,Smart City Initiative,Water Pipeline,Vendor_1029,218448922,85730608,64496841,74126766,20993702,0.283,Completed,2024-07-03,2024-10-31,2025-02-20,242,4.17,No,120,112,112,1,132718314,21233767,0.607548495936272,0.247680116767631,153952081,0.7047509302884085,0.392451504063728,0.752319883232369,0,1,0.2832135156145892,0,1,0.011461318051575931,0.6317191977077364,0.681317761627873,High,1,0.11867166149583994,0,0,0.5421640719883339,1.0,0.015578221,0.5376358024682988,Medium
4549,2025,Ministry of Rural Development,Jal Jeevan Mission,Maharashtra,Nashik,Panchavati,Urban Transport Improvement,Bridge Development,Vendor_1098,316594484,161216329,48827623,56613066,49682783,0.878,Delayed,2024-01-28,2024-04-04,2024-04-07,200,4.43,No,67,3,3,1,155378155,112388706,0.4907797288091728,0.6971297926030805,267766861,0.8457723508537186,0.5092202711908272,0.30287020739691944,0,0,0.8775850966983487,0,0,0.015384615384615385,0.2023076923076923,0.17738537073792798,Low,0,0.13363529502040375,0,0,0.4833344314446399,0.0036462499999999998,0.00014900604,0.1661575892976145,Low
4550,2024,Ministry of Education,Ayushman Bharat,Tamil Nadu,Coimbatore,RS Puram,Urban Housing Scheme,Bridge Development,Vendor_1046,326815028,216659740,173052805,116812690,48257453,0.413,Ongoing,2024-07-02,2024-09-25,2024-09-30,117,2.19,No,85,5,5,1,110155288,43606935,0.33705698502946446,0.20126921134494116,153762223,0.4704870028192216,0.6629430149705355,0.7987307886550589,0,0,0.41311824083496407,1,0,0.008849557522123894,0.25132743362831855,0.23491209075791578,Low,1,0.04664541940925673,0,1,0.574420375725255,0.9872264966842281,0.916,0.46928227092297425,Medium
4551,2024,Ministry of Rural Development,Ayushman Bharat,Maharashtra,Nagpur,Dharampeth,Urban Housing Scheme,Water Pipeline,Vendor_1042,204651877,119260029,58845881,26281714,11800568,0.449,Delayed,2024-08-28,2025-01-20,2025-01-24,4,1.82,No,145,4,4,1,85391848,60414148,0.4172541647394712,0.5065749900161436,145805996,0.7124586304185229,0.5827458352605288,0.49342500998385636,0,0,0.44900298359536217,0,0,0.03056768558951965,0.20458515283842793,0.18005806608022418,Low,1,0.029367103933084816,0,0,0.4825878791174322,0.9945753274253,0.00019130285,0.27520668022808725,Low
4552,2023,Ministry of Infrastructure,Jal Jeevan Mission,Tamil Nadu,Madurai,Anna Nagar,Smart City Initiative,Water Pipeline,Vendor_1035,175259316,57013040,30513110,20028736,7370528,0.368,Delayed,2023-11-27,2024-03-30,2024-07-07,13,3.23,No,124,99,99,1,118246276,26499930,0.6746932414137689,0.46480471835916837,144746206,0.825897357718776,0.32530675858623115,0.5351952816408316,0,1,0.3679976609607316,0,0,0.008595988538681949,0.3512893982808023,0.3522216439764615,Medium,1,0.03661215970598946,0,0,0.5005480975709853,1.0,0.00023194215,0.3542671720182722,Medium
4553,2025,Ministry of Infrastructure,Ayushman Bharat,Tamil Nadu,Coimbatore,RS Puram,State Road Development,Water Pipeline,Vendor_1058,325187262,133055733,93772239,96788470,65040827,0.672,Ongoing,2024-06-18,2024-09-03,2024-12-09,261,2.56,Yes,77,97,97,1,192131529,39283494,0.5908335025742798,0.29524089728625225,231415023,0.7116361864137224,0.4091664974257202,0.7047591027137478,0,0,0.6719894115487103,0,0,0.0058997050147492625,0.3308849557522124,0.3282761758674281,Medium,0,0.1277157972401369,0,0,0.48945222036589375,0.0028693684831792247,0.00014974758,0.22176992564519002,Low
4554,2025,Ministry of Education,Jal Jeevan Mission,Uttar Pradesh,Varanasi,Sigra,State Road Development,Hospital Upgrade,Vendor_1091,133620985,68009546,50863877,59192789,59629126,1.007,Completed,2023-12-19,2024-05-30,2024-06-10,202,3.32,Yes,163,11,11,1,65611439,17145669,0.4910264581570028,0.2521067998307179,82757108,0.6193421489895468,0.5089735418429971,0.7478932001692821,1,0,1.0073714553304796,0,0,0.008670520231213872,0.28130057803468206,0.27008683138140444,Low,0,0.16085729795395917,1,0,0.487540777636079,0.0,4.4456705e-05,0.21202502331442624,Low
4555,2025,Ministry of Rural Development,Jal Jeevan Mission,Uttar Pradesh,Varanasi,Sigra,Urban Transport Improvement,Hospital Upgrade,Vendor_1056,257062195,135937691,48865764,53778488,19304415,0.359,Completed,2024-08-05,2024-10-26,2024-10-18,119,3.55,No,82,-8,0,0,121124504,87071927,0.47118754276567193,0.640528218181961,208196431,0.8099068437504006,0.528812457234328,0.35947178181803896,0,1,0.3589616539609667,0,1,0.011560693641618497,0.2517341040462428,0.23538933552996227,Low,1,0.03757002999199631,0,0,0.5148975758007689,1.0,0.00081061985,0.32595497730316736,Medium
4556,2024,Ministry of Rural Development,Digital India,Tamil Nadu,Madurai,Anna Nagar,State Road Development,School Building,Vendor_1099,233370710,148119681,108743993,43793309,26045387,0.595,Delayed,2023-11-01,2024-04-27,2024-04-14,157,3.75,No,178,-13,0,0,85251029,39375688,0.3653030365293057,0.26583697543880075,124626717,0.5340289576185461,0.6346969634706944,0.7341630245611993,0,0,0.5947343919592831,0,0,0.014326647564469915,0.1321489971346705,0.09505120279959475,Low,0,0.11171593517835701,0,0,0.47775699401570365,0.0009488338808834526,0.00012999674,0.12382244291681324,Low
4557,2025,Ministry of Rural Development,PM Awas Yojana,Maharashtra,Nashik,Panchavati,Urban Transport Improvement,Road Construction,Vendor_1004,180290027,86119058,39586076,18775866,12213212,0.65,Delayed,2023-02-14,2023-05-04,2023-06-13,39,1.05,Yes,79,40,40,1,94170969,46532982,0.5223304392760449,0.5403331513449671,140703951,0.7804311383235857,0.47766956072395506,0.4596668486550329,0,0,0.6504739648227145,0,0,0.015384615384615385,0.2023076923076923,0.17738537073792798,Low,0,0.08798324740016607,0,0,0.45556341699916825,0.004575327425299976,3.9760722e-05,0.12529412183808455,Low
4558,2023,Ministry of Education,Jal Jeevan Mission,Maharashtra,Pune,Hinjewadi,Urban Housing Scheme,Water Pipeline,Vendor_1098,374010341,207855260,126605979,84932625,24810756,0.292,Delayed,2024-07-06,2024-09-08,2025-01-01,166,4.72,Yes,64,115,115,1,166155081,81249281,0.444252638993209,0.3908935525615277,247404362,0.6614906992638474,0.555747361006791,0.6091064474384723,0,1,0.2921227973349464,0,0,0.015873015873015872,0.5523809523809524,0.588211007025915,Medium,1,0.1892640070954584,1,0,0.5280709911174563,0.995,0.005786114,0.518393409926161,Medium
4559,2024,Ministry of Infrastructure,Ayushman Bharat,Karnataka,Hubli,Keshwapur,Smart City Initiative,Water Pipeline,Vendor_1084,213342463,138284438,93031272,103924315,87683663,0.844,Completed,2024-03-01,2024-07-11,2024-07-03,179,3.22,Yes,132,-8,0,0,75058025,45253166,0.3518194359647943,0.3272469892816139,120311191,0.5639345740561738,0.6481805640352057,0.6727530107183861,0,0,0.8437261578293781,0,0,0.022792022792022793,0.1534188034188034,0.12001221152837478,Low,0,0.0976259732306784,0,0,0.4860023570664951,0.0,7.516143e-05,0.13400378372881022,Low
4560,2024,Ministry of Rural Development,Ayushman Bharat,Uttar Pradesh,Varanasi,Sigra,Smart City Initiative,School Building,Vendor_1022,96096367,30035700,13428929,5992272,7466367,1.246,Delayed,2024-06-19,2024-09-25,2024-11-23,152,1.55,No,98,59,59,1,66060667,16606771,0.6874418780056483,0.5529010810468875,82667438,0.8602556015463103,0.3125581219943518,0.4470989189531125,1,0,1.245999347159141,1,0,0.014450867052023121,0.6521676300578035,0.7053148536352721,High,0,0.03081091007218191,0,0,0.5443992300745003,0.00477824644743847,0.033317998,0.36679941774180735,Medium
4561,2023,Ministry of Rural Development,PM Awas Yojana,Gujarat,Ahmedabad,Navrangpura,Urban Housing Scheme,Hospital Upgrade,Vendor_1002,210839484,66379192,40951269,40484623,46831126,1.157,Delayed,2024-07-05,2024-10-31,2025-01-12,300,2.21,Yes,118,73,73,1,144460292,25427923,0.6851671672655014,0.3830706917914879,169888215,0.8057703982997796,0.31483283273449864,0.6169293082085121,1,0,1.156763297511749,1,0,0.011661807580174927,0.8017492711370263,0.880855175853864,High,0,0.05113914123343093,0,0,0.5198566472119985,0.0,0.002308748,0.4114105508307455,Medium
4562,2023,Ministry of Health,Digital India,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Housing Scheme,Road Construction,Vendor_1078,363401670,242372065,183826615,139476656,134733696,0.966,Ongoing,2023-01-02,2023-06-26,2023-10-10,45,1.38,No,175,106,106,1,121029605,58545450,0.33304636437141305,0.241551970933614,179575055,0.49415032957883764,0.666953635628587,0.758448029066386,0,0,0.9659945962570252,0,0,0.028938906752411574,0.2543408360128617,0.2384484446964103,Low,0,0.16045749165025672,1,1,0.6062002915778807,0.0028693684831792247,0.99669504,0.4014045876968816,Medium
4563,2023,Ministry of Rural Development,Digital India,Gujarat,Surat,Adajan,Urban Housing Scheme,Water Pipeline,Vendor_1077,57865419,33830365,12104737,8327839,6748486,0.81,Delayed,2024-02-27,2024-05-07,2024-04-26,240,1.88,Yes,70,-11,0,0,24035054,21725628,0.4153612712974566,0.6421931303431104,45760682,0.7908122466027594,0.5846387287025434,0.3578068696568896,0,0,0.8103526016773379,1,0,0.011627906976744186,0.30174418604651165,0.2940782618257762,Medium,0,0.012041051258863237,0,0,0.5048104162432393,0.0009165462200716396,0.003366206,0.17857631039132701,Low
4564,2023,Ministry of Health,Jal Jeevan Mission,Maharashtra,Pune,Hinjewadi,Urban Housing Scheme,Road Construction,Vendor_1061,269579841,185879642,127368328,67482541,33049912,0.49,Completed,2023-01-31,2023-04-14,2023-04-23,33,1.89,No,73,9,9,1,83700199,58511314,0.3104838948250585,0.3147806471458558,142211513,0.5275302206295166,0.6895161051749414,0.6852193528541441,0,0,0.4897550019641377,0,1,0.01984126984126984,0.3029761904761905,0.2955240706362706,Medium,1,0.13313617247166745,0,0,0.5536575601655611,0.9799858642178565,0.018637642,0.415182144431408,Medium
4565,2023,Ministry of Health,Digital India,Tamil Nadu,Chennai,T Nagar,State Road Development,Hospital Upgrade,Vendor_1058,133391248,42628975,16143650,9536565,11865721,1.244,Ongoing,2023-03-18,2023-06-27,2023-06-11,47,4.09,No,101,-16,0,0,90762273,26485325,0.6804214996174262,0.6212986589520391,117247598,0.878975193335023,0.31957850038257385,0.37870134104796094,1,0,1.2442342709350798,0,0,0.012084592145015106,0.4518126888217523,0.47018993664070435,Medium,0,0.05082706298169008,0,0,0.5223040298951974,0.0,0.0007432675,0.26947480921410305,Low
4566,2025,Ministry of Infrastructure,PM Gram Sadak Yojana,Tamil Nadu,Coimbatore,RS Puram,Urban Housing Scheme,School Building,Vendor_1031,154374717,103385590,48937340,39946882,31196543,0.781,Completed,2023-04-04,2023-09-18,2023-09-27,133,1.92,No,167,9,9,1,50989127,54448250,0.3302945455763977,0.5266522152652028,105437377,0.6829964067237771,0.6697054544236023,0.47334778473479716,0,0,0.7809506384002636,1,1,0.014749262536873156,0.452212389380531,0.47065900199105576,Medium,0,0.047402147476684364,0,0,0.5113460258084632,0.0,0.0010688815,0.25907904587731007,Low
4567,2023,Ministry of Rural Development,PM Awas Yojana,Uttar Pradesh,Kanpur,Kalyanpur,Smart City Initiative,Water Pipeline,Vendor_1036,125247223,54503826,23002876,14720450,18489129,1.256,Ongoing,2023-08-02,2023-11-13,2023-12-02,211,1.09,Yes,103,19,19,1,70743397,31500950,0.564830064136432,0.5779585088210137,102244347,0.816340231351876,0.435169935863568,0.4220414911789862,1,0,1.2560165619936892,1,0,0.006309148264984227,0.6509463722397477,0.7038816564237242,High,0,0.03557326792732825,0,0,0.5276086918707523,0.0,0.0005034536,0.3498994724030634,Medium
4568,2025,Ministry of Health,Digital India,Uttar Pradesh,Kanpur,Kalyanpur,Smart City Initiative,School Building,Vendor_1001,77002614,46716094,18754791,11881758,10425374,0.877,Completed,2023-01-09,2023-04-05,2023-07-07,15,2.32,No,86,93,93,1,30286520,27961303,0.393318076188946,0.5985368340084255,58247823,0.7564395541169551,0.606681923811054,0.40146316599157456,0,0,0.877426892552432,0,1,0.01892744479495268,0.4528391167192429,0.4713944927784741,Medium,0,0.06638716150413984,0,0,0.5095906955754808,0.008221577425299975,0.0009579335,0.26633625528004534,Low
4569,2024,Ministry of Education,Jal Jeevan Mission,Gujarat,Vadodara,Alkapuri,Urban Housing Scheme,Hospital Upgrade,Vendor_1081,314725675,104088021,56722603,54354465,24617419,0.453,Delayed,2023-01-12,2023-05-01,2023-05-03,118,2.67,No,109,2,2,1,210637654,47365418,0.6692738175873322,0.4550515760118064,258003072,0.8197712881225848,0.33072618241266777,0.5449484239881937,0,0,0.45290518451428047,0,0,0.014285714285714285,0.20214285714285712,0.17719192976656709,Low,1,0.02990094359811881,0,0,0.4474571675935102,0.9998792319015121,4.389394e-05,0.24543118635380878,Low
4570,2023,Ministry of Rural Development,PM Gram Sadak Yojana,Maharashtra,Nashik,Panchavati,Urban Housing Scheme,Hospital Upgrade,Vendor_1071,191316858,130596836,51139080,59834191,56676328,0.947,Ongoing,2023-03-02,2023-06-11,2023-07-20,282,2.11,Yes,101,39,39,1,60720022,79457756,0.31737936026526214,0.6084202223704716,140177778,0.7326995616873448,0.6826206397347379,0.3915797776295285,0,0,0.9472231019217758,1,0,0.015384615384615385,0.3523076923076923,0.3534166546763299,Medium,0,0.04952324585813078,0,0,0.5021005663662272,0.0,0.0009325324,0.21101085019164323,Low
4571,2023,Ministry of Health,Digital India,Tamil Nadu,Coimbatore,RS Puram,Urban Transport Improvement,Hospital Upgrade,Vendor_1045,195085255,130184904,101898562,62881687,67416896,1.072,Delayed,2024-10-11,2025-01-10,2025-01-31,219,3.81,No,91,21,21,1,64900351,28286342,0.3326768647891918,0.2172782030088527,93186693,0.4776716364340298,0.6673231352108082,0.7827217969911473,1,0,1.0721228900872204,0,0,0.011799410029498525,0.2017699115044248,0.17675426243608397,Low,0,0.03627394004877214,0,0,0.5173780361487704,0.0,0.0036893215,0.1573257044827236,Low
4572,2024,Ministry of Health,Digital India,Maharashtra,Mumbai,Bandra,Smart City Initiative,Bridge Development,Vendor_1030,184684507,119416973,36012478,37096391,24322623,0.656,Delayed,2024-10-16,2025-02-15,2025-03-03,65,3.47,No,122,16,16,1,65267534,83404495,0.35340015824933274,0.6984308252395579,148672029,0.8050054193230188,0.6465998417506673,0.30156917476044215,0,0,0.6556600883358168,0,0,0.008928571428571428,0.20133928571428572,0.17624890503118282,Low,0,0.044948509702836884,0,0,0.46418306205484916,0.0009488338808834526,0.00010483828,0.11519318547041424,Low
4573,2023,Ministry of Rural Development,Digital India,Karnataka,Mysore,VV Mohalla,State Road Development,Water Pipeline,Vendor_1002,94763699,33398112,13699160,12045460,14374011,1.193,Ongoing,2024-05-06,2024-10-22,2024-10-22,155,3.62,Yes,169,0,0,0,61365587,19698952,0.6475642851383419,0.5898223228905873,81064539,0.8554387371476497,0.35243571486165814,0.41017767710941266,1,0,1.1933135803863033,0,0,0.012195121951219513,0.451829268292683,0.47020939334440404,Medium,0,0.07426877566282035,0,0,0.5143187814754648,0.0,0.0004725197,0.2716604673778084,Low
4574,2024,Ministry of Infrastructure,Digital India,Tamil Nadu,Coimbatore,RS Puram,State Road Development,Road Construction,Vendor_1088,398012528,191495344,100144399,51285103,38499517,0.751,Completed,2023-06-03,2023-08-03,2023-11-05,66,4.81,Yes,61,94,94,1,206517184,91350945,0.5188710642796651,0.4770400318453696,297868129,0.7483888270974224,0.48112893572033494,0.5229599681546304,0,0,0.7506959087125163,0,0,0.0058997050147492625,0.3508849557522124,0.3517470137258817,Medium,0,0.16415124093724381,1,0,0.4790128316720356,0.004748162961584969,0.0001406423,0.23536474226338622,Low
4575,2023,Ministry of Education,Jal Jeevan Mission,Maharashtra,Nashik,Panchavati,State Road Development,Bridge Development,Vendor_1044,234936288,150371291,63746113,32213561,12980895,0.403,Completed,2023-09-10,2024-03-07,2024-04-25,199,1.5,Yes,179,49,49,1,84564997,86625178,0.3599486385006645,0.5760752429797255,171190175,0.7286663820958983,0.6400513614993355,0.42392475702027455,0,0,0.4029636773158981,1,0,0.007692307692307693,0.35115384615384615,0.3520625678768037,Medium,1,0.011352759915912789,0,0,0.4839635803189562,0.995,0.00040427258,0.32976546408020235,Medium
4576,2025,Ministry of Education,Jal Jeevan Mission,Uttar Pradesh,Kanpur,Kalyanpur,Smart City Initiative,Road Construction,Vendor_1052,300019380,153128775,120483049,53711764,51926882,0.967,Ongoing,2024-09-23,2024-12-05,2024-12-09,258,4.53,Yes,73,4,4,1,146890605,32645726,0.48960372159958465,0.2131913221404664,179536331,0.5984157790073428,0.5103962784004153,0.7868086778595336,0,0,0.9667692537523065,0,0,0.012618296529968454,0.18189274447949527,0.15342757421970793,Low,0,0.11159324903722755,0,0,0.5012181347188335,0.0,0.00045997757,0.16397065483611184,Low
4577,2023,Ministry of Rural Development,PM Awas Yojana,Gujarat,Surat,Adajan,Smart City Initiative,Road Construction,Vendor_1094,288430593,186381057,115502468,109437733,42229350,0.386,Delayed,2024-06-21,2024-09-14,2024-10-12,47,2.2,Yes,85,28,28,1,102049536,70878589,0.35380968065339724,0.38028858801889937,172928125,0.5995484847891985,0.6461903193466028,0.6197114119811006,0,1,0.38587559192221205,0,0,0.00872093023255814,0.20130813953488375,0.17621235368485014,Low,1,0.07516148940229814,0,0,0.5145982929740736,1.0,0.00043199954,0.3193358030092016,Medium
4578,2024,Ministry of Infrastructure,PM Awas Yojana,Karnataka,Mysore,VV Mohalla,Urban Transport Improvement,Water Pipeline,Vendor_1077,142484175,56028503,23546782,24677542,19166274,0.777,Delayed,2023-01-12,2023-07-06,2023-08-23,87,1.62,Yes,175,48,48,1,86455672,32481721,0.6067738540086995,0.5797356570458433,118937393,0.8347410721225708,0.39322614599130046,0.42026434295415677,0,0,0.7766686811838878,0,0,0.012195121951219513,0.20182926829268294,0.17682392011373424,Low,0,0.23172016117141334,1,0,0.45656700098815167,0.0,4.595585e-05,0.18026205885611177,Low
4579,2024,Ministry of Health,PM Gram Sadak Yojana,Maharashtra,Pune,Shivajinagar,Smart City Initiative,Water Pipeline,Vendor_1061,368517608,238346030,137992642,101959610,45470738,0.446,Delayed,2023-07-20,2023-11-06,2023-10-09,86,4.55,No,109,-28,0,0,130171578,100353388,0.3532302803832375,0.4210407364452431,230524966,0.6255466794411626,0.6467697196167626,0.5789592635547569,0,0,0.4459681436600238,0,0,0.01984126984126984,0.15297619047619046,0.11949278669786872,Low,1,0.0879304245195209,0,0,0.5114094128711055,0.9942171461616307,0.0016907927,0.30092721946499734,Medium
4580,2024,Ministry of Education,Digital India,Gujarat,Ahmedabad,Navrangpura,State Road Development,Road Construction,Vendor_1037,145565854,55555272,26757644,17276752,8748545,0.506,Ongoing,2024-02-27,2024-05-03,2024-05-12,292,3.27,Yes,66,9,9,1,90010582,28797628,0.6183495615668219,0.5183599497091833,118808210,0.8161818636395318,0.38165043843317814,0.4816400502908167,0,0,0.5063767194204096,0,0,0.011661807580174927,0.20174927113702623,0.17673004010025645,Low,0,0.1918584241892103,1,0,0.4565821948631993,0.004420721379285753,4.93312e-05,0.16565267008787993,Low
4581,2025,Ministry of Rural Development,Jal Jeevan Mission,Gujarat,Surat,Adajan,Urban Transport Improvement,Water Pipeline,Vendor_1099,262090719,144705690,85751008,74074268,62601384,0.845,Ongoing,2023-05-28,2023-11-06,2023-11-02,266,2.64,Yes,162,-4,0,0,117385029,58954682,0.4478793810321837,0.4074109456234928,176339711,0.6728193645040899,0.5521206189678163,0.5925890543765072,0,0,0.8451164714850776,0,0,0.011627906976744186,0.1517441860465116,0.11804697788737427,Low,0,0.1613631810190094,1,0,0.45170144296813164,0.002223384794478781,2.5836514e-05,0.1289785928517486,Low
4582,2024,Ministry of Health,Ayushman Bharat,Uttar Pradesh,Kanpur,Kalyanpur,State Road Development,Hospital Upgrade,Vendor_1051,382762243,255580806,85434448,87384232,82478307,0.944,Completed,2024-11-10,2025-01-24,2025-04-24,172,3.97,Yes,75,90,90,1,127181437,170146358,0.3322726818695124,0.6657243189067962,297327795,0.7767949959473929,0.6677273181304876,0.3342756810932038,0,0,0.943858006327732,0,0,0.015772870662460567,0.3523659305993691,0.3534849997513848,Medium,0,0.1181493340946236,0,0,0.5320169351759404,0.004217146161630764,0.0008666814,0.263260758452573,Low
4583,2024,Ministry of Education,Jal Jeevan Mission,Tamil Nadu,Madurai,Anna Nagar,Smart City Initiative,Hospital Upgrade,Vendor_1051,107836687,64486582,28343420,20278228,8039512,0.396,Ongoing,2024-01-09,2024-04-17,2024-06-10,192,3.81,Yes,99,54,54,1,43350105,36143162,0.4019977449789421,0.5604756970992818,79493267,0.737163475728812,0.5980022550210579,0.43952430290071814,0,1,0.3964602824270444,0,0,0.022922636103151862,0.20343839541547276,0.17871229820336623,Low,1,0.10678935768827377,0,0,0.49725278285614427,1.0,4.6285408e-05,0.317581909365953,Medium
4584,2024,Ministry of Rural Development,PM Gram Sadak Yojana,Maharashtra,Nagpur,Dharampeth,Urban Transport Improvement,Bridge Development,Vendor_1067,243989895,99768341,63191674,39991179,23268286,0.582,Ongoing,2023-04-07,2023-07-26,2023-11-12,22,2.49,Yes,110,109,109,1,144221554,36576667,0.5910964222514216,0.3666159688873648,180798221,0.7410070035892266,0.4089035777485785,0.6333840311126352,0,0,0.5818354592646543,0,0,0.008733624454148471,0.35131004366812224,0.35224587220337705,Medium,0,0.012079940669421193,0,0,0.4453055122477577,0.0,4.6077097e-05,0.14807674429283696,Low
4585,2025,Ministry of Rural Development,PM Awas Yojana,Karnataka,Mysore,VV Mohalla,Urban Housing Scheme,Water Pipeline,Vendor_1081,126772939,52780499,18447968,12339707,10053714,0.815,Completed,2023-03-06,2023-07-29,2023-11-22,76,4.1,No,145,116,116,1,73992440,34332531,0.583661155004066,0.6504775750604405,108324971,0.8544802373004857,0.41633884499593404,0.3495224249395596,0,0,0.8147449530203594,0,1,0.018292682926829267,0.4527439024390244,0.47128275483183324,Medium,0,0.047368974066991996,0,0,0.5071417476575927,0.0,0.0009410895,0.2557106537060275,Low
4586,2024,Ministry of Education,PM Gram Sadak Yojana,Gujarat,Ahmedabad,Navrangpura,Smart City Initiative,Hospital Upgrade,Vendor_1052,346097409,239317799,176429493,83999126,95356177,1.135,Completed,2024-09-20,2025-02-03,2025-04-20,117,1.28,Yes,136,76,76,1,106779610,62888306,0.30852473096670885,0.26278156602969593,169667916,0.49023168503408243,0.6914752690332912,0.7372184339703041,1,0,1.1352043948647752,1,0,0.008746355685131196,0.7013119533527697,0.7629877758212509,High,0,0.09403912220623073,0,1,0.5876332119961343,0.0,0.98614085,0.5423657110361318,Medium
4587,2025,Ministry of Rural Development,Ayushman Bharat,Tamil Nadu,Chennai,T Nagar,Urban Transport Improvement,Water Pipeline,Vendor_1074,69025509,21647241,9363390,4396999,3765340,0.856,Completed,2024-01-03,2024-04-05,2024-04-27,240,2.57,Yes,93,22,22,1,47378268,12283851,0.686387810628097,0.5674557325804245,59662119,0.864348845294281,0.31361218937190305,0.4325442674195755,0,0,0.8563431558660805,0,0,0.012084592145015106,0.2018126888217523,0.17680446341003464,Low,0,0.09008453294385453,0,0,0.49771145645398857,0.011358176061584305,0.0013778395,0.16274757077456367,Low
4588,2024,Ministry of Education,PM Awas Yojana,Tamil Nadu,Coimbatore,RS Puram,Urban Transport Improvement,Hospital Upgrade,Vendor_1067,189253843,98472198,45144735,35632680,44628393,1.252,Completed,2024-04-18,2024-07-04,2024-10-20,187,3.02,Yes,77,108,108,1,90781645,53327463,0.4796819106072261,0.5415484175543639,144109108,0.7614593485427928,0.5203180893927739,0.45845158244563605,1,0,1.2524568177302409,0,0,0.011799410029498525,0.6517699115044249,0.7048481142512897,High,0,0.0691779229504332,0,0,0.46702848715152945,0.0,0.00015123708,0.31174667492313696,Medium
